manifest_version,selected,exclusion_reason,relative_path,file_name,file_size_bytes,acquisition_family,temperature_K,dtph,seconds,run_id,ccd,npumps,charge_shifts,voltage_low,voltage_high,nrow,ncol,nbinrow,nbincol,hdu_count,quadrants,hdu_shapes,datestart,dateend,delay_h_overlap,delay_integ_ped,delay_integ_sig,delay_rg_width,delay_swhigh,delay_v_overlap,delay_dg_low,delay_og_low,syncdelay
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph750_NPUMPS3000_2_194.fits,proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph750_NPUMPS3000_2_194.fits,33477120,temp_scan_run1,125,750,5e-05,194,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T14:00:08,2025-03-10T14:09:24,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph1200_NPUMPS3000_2_195.fits,proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph1200_NPUMPS3000_2_195.fits,33477120,temp_scan_run1,125,1200,8e-05,195,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T14:11:57,2025-03-10T14:21:14,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph2000_NPUMPS3000_2_196.fits,proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph2000_NPUMPS3000_2_196.fits,33477120,temp_scan_run1,125,2000,0.000133333333333,196,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T14:23:49,2025-03-10T14:33:05,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph3000_NPUMPS3000_2_197.fits,proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph3000_NPUMPS3000_2_197.fits,33477120,temp_scan_run1,125,3000,0.0002,197,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T14:35:44,2025-03-10T14:45:00,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph5000_NPUMPS3000_2_198.fits,proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph5000_NPUMPS3000_2_198.fits,33477120,temp_scan_run1,125,5000,0.000333333333333,198,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T14:47:45,2025-03-10T14:57:02,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph8000_NPUMPS3000_2_199.fits,proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph8000_NPUMPS3000_2_199.fits,33477120,temp_scan_run1,125,8000,0.000533333333333,199,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T14:59:56,2025-03-10T15:09:12,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph18000_NPUMPS3000_2_200.fits,proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph18000_NPUMPS3000_2_200.fits,33477120,temp_scan_run1,125,18000,0.0012,200,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T15:12:39,2025-03-10T15:21:55,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph28000_NPUMPS3000_2_201.fits,proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph28000_NPUMPS3000_2_201.fits,33477120,temp_scan_run1,125,28000,0.00186666666667,201,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T15:25:54,2025-03-10T15:35:10,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph45000_NPUMPS3000_2_202.fits,proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph45000_NPUMPS3000_2_202.fits,33477120,temp_scan_run1,125,45000,0.003,202,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T15:40:03,2025-03-10T15:49:19,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph70000_NPUMPS3000_2_203.fits,proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph70000_NPUMPS3000_2_203.fits,33477120,temp_scan_run1,125,70000,0.00466666666667,203,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T15:55:32,2025-03-10T16:04:49,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph100000_NPUMPS3000_2_204.fits,proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph100000_NPUMPS3000_2_204.fits,33477120,temp_scan_run1,125,100000,0.00666666666667,204,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T16:12:38,2025-03-10T16:21:54,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph170000_NPUMPS3000_2_205.fits,proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph170000_NPUMPS3000_2_205.fits,33477120,temp_scan_run1,125,170000,0.0113333333333,205,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T16:33:27,2025-03-10T16:42:43,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph260000_NPUMPS3000_2_206.fits,proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph260000_NPUMPS3000_2_206.fits,33477120,temp_scan_run1,125,260000,0.0173333333333,206,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T16:59:04,2025-03-10T17:08:20,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph400000_NPUMPS3000_2_207.fits,proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph400000_NPUMPS3000_2_207.fits,33477120,temp_scan_run1,125,400000,0.0266666666667,207,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T17:32:09,2025-03-10T17:41:26,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph650000_NPUMPS3000_2_208.fits,proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph650000_NPUMPS3000_2_208.fits,33477120,temp_scan_run1,125,650000,0.0433333333333,208,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T18:18:35,2025-03-10T18:27:51,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph1000000_NPUMPS3000_2_209.fits,proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph1000000_NPUMPS3000_2_209.fits,33477120,temp_scan_run1,125,1000000,0.0666666666667,209,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T19:23:40,2025-03-10T19:32:56,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph1500000_NPUMPS3000_2_210.fits,proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph1500000_NPUMPS3000_2_210.fits,33477120,temp_scan_run1,125,1500000,0.1,210,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T20:55:23,2025-03-10T21:04:40,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph2500000_NPUMPS3000_2_211.fits,proc_skp_temp_scan_run1_125k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph2500000_NPUMPS3000_2_211.fits,33477120,temp_scan_run1,125,2500000,0.166666666667,211,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T23:20:29,2025-03-10T23:29:45,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph750_NPUMPS3000_2_175.fits,proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph750_NPUMPS3000_2_175.fits,33477120,temp_scan_run1,130,750,5e-05,175,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T00:46:22,2025-03-10T00:55:38,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph1200_NPUMPS3000_2_176.fits,proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph1200_NPUMPS3000_2_176.fits,33477120,temp_scan_run1,130,1200,8e-05,176,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T00:58:11,2025-03-10T01:07:27,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph2000_NPUMPS3000_2_177.fits,proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph2000_NPUMPS3000_2_177.fits,33477120,temp_scan_run1,130,2000,0.000133333333333,177,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T01:10:04,2025-03-10T01:19:20,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph3000_NPUMPS3000_2_178.fits,proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph3000_NPUMPS3000_2_178.fits,33477120,temp_scan_run1,130,3000,0.0002,178,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T01:21:58,2025-03-10T01:31:15,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph5000_NPUMPS3000_2_179.fits,proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph5000_NPUMPS3000_2_179.fits,33477120,temp_scan_run1,130,5000,0.000333333333333,179,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T01:34:00,2025-03-10T01:43:17,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph8000_NPUMPS3000_2_180.fits,proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph8000_NPUMPS3000_2_180.fits,33477120,temp_scan_run1,130,8000,0.000533333333333,180,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T01:46:11,2025-03-10T01:55:27,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph18000_NPUMPS3000_2_181.fits,proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph18000_NPUMPS3000_2_181.fits,33477120,temp_scan_run1,130,18000,0.0012,181,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T01:58:54,2025-03-10T02:08:10,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph28000_NPUMPS3000_2_182.fits,proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph28000_NPUMPS3000_2_182.fits,33477120,temp_scan_run1,130,28000,0.00186666666667,182,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T02:12:09,2025-03-10T02:21:25,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph45000_NPUMPS3000_2_183.fits,proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph45000_NPUMPS3000_2_183.fits,33477120,temp_scan_run1,130,45000,0.003,183,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T02:26:19,2025-03-10T02:35:35,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph70000_NPUMPS3000_2_184.fits,proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph70000_NPUMPS3000_2_184.fits,33477120,temp_scan_run1,130,70000,0.00466666666667,184,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T02:41:49,2025-03-10T02:51:05,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph100000_NPUMPS3000_2_185.fits,proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph100000_NPUMPS3000_2_185.fits,33477120,temp_scan_run1,130,100000,0.00666666666667,185,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T02:58:54,2025-03-10T03:08:10,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph170000_NPUMPS3000_2_186.fits,proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph170000_NPUMPS3000_2_186.fits,33477120,temp_scan_run1,130,170000,0.0113333333333,186,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T03:19:44,2025-03-10T03:29:01,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph260000_NPUMPS3000_2_187.fits,proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph260000_NPUMPS3000_2_187.fits,33477120,temp_scan_run1,130,260000,0.0173333333333,187,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T03:45:21,2025-03-10T03:54:38,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph400000_NPUMPS3000_2_188.fits,proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph400000_NPUMPS3000_2_188.fits,33477120,temp_scan_run1,130,400000,0.0266666666667,188,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T04:18:27,2025-03-10T04:27:43,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph650000_NPUMPS3000_2_189.fits,proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph650000_NPUMPS3000_2_189.fits,33477120,temp_scan_run1,130,650000,0.0433333333333,189,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T05:04:52,2025-03-10T05:14:08,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph1000000_NPUMPS3000_2_190.fits,proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph1000000_NPUMPS3000_2_190.fits,33477120,temp_scan_run1,130,1000000,0.0666666666667,190,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T06:09:57,2025-03-10T06:19:13,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph1500000_NPUMPS3000_2_191.fits,proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph1500000_NPUMPS3000_2_191.fits,33477120,temp_scan_run1,130,1500000,0.1,191,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T07:41:42,2025-03-10T07:50:59,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph2500000_NPUMPS3000_2_192.fits,proc_skp_temp_scan_run1_130k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph2500000_NPUMPS3000_2_192.fits,33477120,temp_scan_run1,130,2500000,0.166666666667,192,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-10T10:06:47,2025-03-10T10:16:04,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_135k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph750_NPUMPS3000_2_156.fits,proc_skp_temp_scan_run1_135k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph750_NPUMPS3000_2_156.fits,33477120,temp_scan_run1,135,750,5e-05,156,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-09T11:32:32,2025-03-09T11:41:49,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_135k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph1200_NPUMPS3000_2_157.fits,proc_skp_temp_scan_run1_135k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph1200_NPUMPS3000_2_157.fits,33477120,temp_scan_run1,135,1200,8e-05,157,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-09T11:44:21,2025-03-09T11:53:38,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_135k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph2000_NPUMPS3000_2_158.fits,proc_skp_temp_scan_run1_135k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph2000_NPUMPS3000_2_158.fits,33477120,temp_scan_run1,135,2000,0.000133333333333,158,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-09T11:56:13,2025-03-09T12:05:29,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_135k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph3000_NPUMPS3000_2_159.fits,proc_skp_temp_scan_run1_135k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph3000_NPUMPS3000_2_159.fits,33477120,temp_scan_run1,135,3000,0.0002,159,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-09T12:08:08,2025-03-09T12:17:24,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_135k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph5000_NPUMPS3000_2_160.fits,proc_skp_temp_scan_run1_135k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph5000_NPUMPS3000_2_160.fits,33477120,temp_scan_run1,135,5000,0.000333333333333,160,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-09T12:20:09,2025-03-09T12:29:26,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_135k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph8000_NPUMPS3000_2_161.fits,proc_skp_temp_scan_run1_135k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph8000_NPUMPS3000_2_161.fits,33477120,temp_scan_run1,135,8000,0.000533333333333,161,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-09T12:32:21,2025-03-09T12:41:37,150,270,245,15,12,300,15,5,0
signed-refit-input-v1,1,,proc/proc_skp_temp_scan_run1_135k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph18000_NPUMPS3000_2_162.fits,proc_skp_temp_scan_run1_135k_binned_NROW580_NBINROW1_NCOL3600_NBINCOL1_SC200000_vl-2.75_vh7.5_dtph18000_NPUMPS3000_2_162.fits,33477120,temp_scan_run1,135,18000,0.0012,162,2,3000,200000,-2.75,7.5,580,3600,1,1,4,0;1;2;3,580x3600;580x3600;580x3600;580x3600,2025-03-09T12:45:05,2025-03-09T12:54:21,150,270,245,15,12,300,15,5,0
