quad,row,col,trap_energy,gmean_coeff,log_coeff_slope_per_K,n_points
0,304,1068,0.30480249,0.79450766,-0.012096505,9
0,304,1772,0.26481733,0.76412772,0.0088660582,5
0,304,2422,0.1269192,0.95669268,0.027420783,5
0,305,1477,0.25910049,0.86269567,0.012929525,6
0,305,958,0.29032083,0.87607878,-0.0027433097,5
0,306,1493,0.28585468,1.0881702,-0.0011467909,8
0,306,2025,0.27670297,0.89939799,0.02774813,8
0,306,2233,0.12281833,0.4573458,0.020639989,6
0,307,2025,0.26269401,0.57805511,0.020297334,7
0,307,2217,0.20201709,0.70537856,0.031440153,7
0,308,2217,0.21089095,0.49030423,0.048741015,4
0,308,2657,0.30872819,1.0891572,0.0033842179,6
0,309,2657,0.32682449,0.50916249,0.019658472,4
0,309,410,0.2789083,1.022383,-0.0027043323,7
0,310,1324,0.26598656,0.6873201,-0.0035088719,16
0,310,2546,0.290428,0.37403432,-0.01776721,16
0,311,355,0.28509016,0.73874406,0.013773631,5
0,312,1838,0.24872421,0.8524607,0.032354989,5
0,313,1215,0.23907654,0.8534857,0.013290863,9
0,313,2677,0.2558619,0.78937076,-0.005612412,7
0,313,2939,0.25782216,0.67127623,-0.0079394234,8
0,316,999,0.32433356,0.70970505,-0.01473584,10
0,318,1301,0.13212715,0.85907059,0.042491887,6
0,318,3040,0.25424444,0.48296928,0.022181804,4
0,319,1794,0.17557436,0.64061023,0.012371535,4
0,31,2928,0.30047664,0.92354826,0.0080139247,11
0,320,1281,0.31763536,1.113438,-0.02237852,4
0,320,1486,0.2123254,0.43246694,0.013004621,4
0,321,1754,0.34576686,0.63493744,-0.01598033,12
0,321,1881,0.34123368,0.60783959,-0.017134291,12
0,322,1086,0.35111129,0.48569135,-0.017119194,18
0,323,2452,0.17946889,0.75606042,0.016453707,6
0,325,2800,0.30270351,0.9890086,-0.0036181394,12
0,325,3012,0.22164064,0.95802577,0.031308153,4
0,326,2352,0.2944763,0.84633692,0.01548459,9
0,326,2800,0.30488614,0.53096804,0.0031131851,8
0,326,3012,0.23536728,0.53731832,0.027847828,5
0,327,2352,0.27128749,0.53859037,0.013918772,7
0,328,2220,0.28755717,1.0724573,-0.00088748498,5
0,32,2689,0.27374956,0.72334472,0.010337671,9
0,32,2928,0.29219604,0.57149377,0.012929105,8
0,32,31,0.36300586,0.29599127,-0.0049669067,6
0,330,2537,0.23496672,0.47119787,0.0028994338,9
0,330,2574,0.13375969,0.7380882,0.076116876,4
0,333,2481,0.30011659,1.088223,-0.01382381,6
0,334,1983,0.22792333,0.95555311,0.0048237532,5
0,335,1963,0.16142291,1.1119395,0.02342828,4
0,335,2390,0.29668252,0.88403501,0.0034122728,16
0,336,2746,0.27971132,1.003051,-0.00052449707,8
0,337,1985,0.29577485,0.79044177,-0.010015672,20
0,337,2400,0.039773956,0.64360032,-0.013448462,6
0,337,517,0.17600815,0.64016093,0.03609658,6
0,338,2836,0.28593284,0.79622186,-0.010539652,18
0,33,1951,0.30685852,0.84052751,-0.010347564,11
0,340,1093,0.30779237,1.044197,0.00034463001,6
0,340,1297,0.2556419,0.89081357,0.033866436,7
0,340,2146,0.2910571,1.039746,-0.0032475848,8
0,340,445,0.28526104,0.46612346,-0.02068357,14
0,340,688,0.30810523,0.92606177,-0.0023335619,6
0,341,1093,0.33673784,0.53015063,0.027148346,4
0,341,1668,0.25813285,0.85106204,-0.0084694005,6
0,341,2146,0.29216346,0.47016231,-0.0047391542,13
0,341,2418,0.28387077,0.9248296,-0.0090194967,14
0,341,2967,0.24556763,0.9337108,0.0023500117,5
0,341,883,0.19304252,0.74195936,0.017088762,4
0,342,2283,0.30940844,0.87141208,-0.017516622,5
0,342,2284,0.29289556,1.0961204,0.0019534786,7
0,343,1941,0.12205358,0.46832552,-0.0075716164,6
0,343,2284,0.24649495,0.56752771,0.01891393,6
0,343,2454,0.27078286,0.7882111,0.032341899,6
0,344,792,0.34133463,1.0836445,0.0050508304,5
0,345,1008,0.21507435,0.55541062,0.027663035,5
0,345,1582,0.24475208,0.89105543,0.0015626988,6
0,345,792,0.34271724,0.52314701,0.0029154523,5
0,346,1547,0.25199512,1.0894436,0.0081238653,6
0,348,1572,0.2367674,0.92972217,0.0026213641,5
0,349,1904,0.30384316,1.0229264,-0.0028401511,11
0,349,2928,0.28509297,0.84709601,-0.007323495,11
0,34,1240,0.20762752,0.83377854,0.02878338,5
0,34,37,0.29758489,0.49086013,-0.013036294,7
0,34,503,0.12939742,0.84231136,0.043927833,4
0,350,1904,0.29415354,0.5629095,0.0013707289,10
0,351,1112,1.1496185e-17,0.49022051,0.020931541,4
0,351,1152,0.10371539,0.44847241,-0.018005383,4
0,352,1063,0.33944509,0.95210452,0.0034977329,5
0,353,2458,0.31347925,0.29153767,-0.0089627152,9
0,353,582,0.22582085,0.50840367,-0.0052389715,6
0,354,1353,0.27027717,1.0513084,-0.00085350703,8
0,354,2307,0.26883768,0.9417492,0.017329633,5
0,355,1317,0.25614813,0.93816526,0.015586597,8
